kinh	379720
qua	379719
khớp	378709
thanh	378634
vòng	377334
đô	375735
nhật	375255
cả	373686
đoàn	372196
hoặc	370048
tàu	369567
âu	368429
lần	368088
địch	366337
hàng	365311
tử	365064
lượng	364656
trở	363913
thường	362619
truyền	362599
quyền	361921
hóa	361333
vì	360890
hà	360150
co	359864
trị	359555
bởi	358730
đối	358102
sẽ	355620
hệ	355215
giả	354244
rằng	352518
bay	351999
ngữ	348191
giờ	347681
khai	345977
sống	345607
lớn	344944
mà	342574
tranh	341954
đạo	341271
thức	340538
lịch	340054
hạng	339838
đơn	338830
viện	338245
vi	337132
dương	336319
trưởng	334508
phía	331962
nguyễn	331578
nghiệp	330221
tích	329501
gồm	325896
hải	324993
mới	324173
lực	324001
ca	320441
câu	320308
bao	319971
tổ	319547
nhĩ	319228
dưới	318417
toàn	318408
tạo	318403
phương	317239
nguyên	316782
máy	316507
tựa	314804
bảo	313673
đi	309871
lên	309436
bắt	308627
nhỏ	307926
tư	306654
ấn	302752
sơ	300947
lạc	299970
mình	299035
hậu	297965
miêu	296506
thì	294835
cô	294647
thuật	294145
dịch	293769
nghĩa	293160
nhiệm	292419
vực	292125
thêm	291967
xếp	291224
nhiên	289965
xem	289802
viết	289795
mặt	289722
thắng	289591
tinh	288044
đánh	286505
tài	286095
gọi	285882
gian	285555
long	284720
mục	284610
kim	284140
đặc	282934
tiền	281293
nghệ	276606
ngôn	276295
mầm	275505
phong	275249
dự	272854
tâm	272786
chương	272321
biển	272092
mẫu	271986
thiên	269211
phi	268589
bọ	267913
kỷ	267726
quyết	267109
hay	266529
nơi	265744
âm	265615
tượng	264041
á	263059
phòng	261452
thi	260274
cứng	260243
cư	259966
vai	259831
hoạt	258635
chuyển	257831
diện	257639
tôi	256883
thu	255797
lớp	254529
cờ	254347
cá	252898
thật	250627
chơi	249310
nên	249244
năng	249178
kế	248947
cuối	246195
bố	245561
tình	245462
trữ	245440
lang	245150
thiết	245013
đảng	244860
hát	244590
giao	244197
phủ	241638
ghi	241226
tuyển	241161
hướng	240846
thay	240823
vũ	239599
đất	239464
biệt	238864
hồ	237663
nha	236845
khoảng	235826
thấy	235815
trọng	235064
vệ	233775
phẩm	232921
don	232536
sở	231955
liệu	231056
mã	230528
di	229675
bạn	229300
đảo	228454
nhóm	228396
chế	228392
bàn	227984
cổ	226024
giữa	225636
đang	224876
chung	224698
tạp	224657
thân	224381
chất	224021
triển	223644
tuổi	223368
quả	223038
o	222121
đồ	218996
hồng	218818
nguồn	217379
sao	216411
làng	215343
nói	215175
đế	215134
nay	214481
tướng	214280
biết	214272
cử	213155
trò	212584
tiến	211901
nga	211425
thư	211360
rất	211180
sơn	210238
bà	209902
kiến	208854
ủy	208336
dẫn	207764
tương	205428
hè	205403
sắc	204830
tới	203817
nổi	203399
thương	203398
mất	203022
huy	202446
sát	202298
dùng	202025
đình	202011
thần	201527
nhau	198483
by	197649
đêm	197171
bên	196401
giá	196106
biến	195959
án	194073
niên	193579
cứu	193152
sáng	192818
doi	192817
hữu	192573
dài	191958
đặt	190617
cảnh	190456
màu	190193
trần	190180
đài	189925
hiệp	189386
ta	189298
phụ	189029
bán	188077
đều	187073
tấn	186485
tăng	185574
thao	184527
nghị	184385
sông	183395
ga	182702
cần	182592
phục	182567
vua	182276
triều	181802
cung	181673
vẫn	181443
tuy	181054
hoàn	181000
tân	180837
đời	179895
mở	179613
quy	179263
ứng	178529
be	178013
miền	175278
cúp	174948
nào	174527
chọn	173632
cái	173367
trấn	173215
quản	172925
bất	172914
may	171387
dung	171306
quá	170223
sư	170164
đóng	170143
gần	170112
triệu	169759
ký	169665
tìm	169573
tộc	168530
giữ	168471
yêu	168466
phó	168393
rộng	167976
binh	167144
dạng	166778
nhập	166760
quần	166695
xe	166258
ăn	165732
bỏ	165055
luật	164575
trực	164556
biên	164362
du	163861
chuẩn	163576
tra	163463
so	162664
giám	162645
bướm	162280
phạm	161683
ngoại	161406
đưa	161004
khí	160476
mang	160233
từng	160204
hạt	160149
trợ	160078
chưa	159862
lê	158584
nằm	158129
quảng	158072
tục	157844
ty	157425
thủy	157391
can	157305
nếu	156962
lục	156326
song	155800
ninh	155782
hàn	154566
chiếc	153603
nhánh	153562
tuần	152385
kiện	152157
kê	152068
lãnh	151640
xác	151598
đào	150766
van	149172
trẻ	147761
dựng	147251
thập	147194
dù	147044
đoạn	147001
tất	145978
phép	145912
vàng	145464
giai	145109
thưởng	144954
mạng	144554
quang	144264
tịch	143553
tiết	142781
san	141806
xây	141134
khách	141014
sang	140654
bệnh	140557
khẩu	140135
phiên	139563
gốc	139533
tuyến	139439
tay	139003
vấn	138484
lễ	138377
phản	137662
nền	137309
giang	137239
hạ	137137
khởi	137097
yếu	136960
chứng	136442
hạn	136395
mạnh	136307
lệ	134499
hộ	133742
cảm	133444
nghiên	133277
nhện	132974
giống	132944
ai	132564
độc	132249
duy	132148
trái	132117
kể	131946
kiểm	130972
thúc	130303
thuyết	130048
lúc	129798
chống	129569
giành	129202
giúp	129180
đa	127627
chữ	127574
phổ	127428
kích	126908
bầu	126346
bổ	126328
môi	126189
linh	125766
lời	125717
nhiệt	125637
lâm	125593
cây	125349
đạt	124918
phá	124362
mỗi	123722
chuyên	123710
dục	123529
đĩa	123405
tốt	123373
thiếu	123252
cáo	123251
ngôi	123138
tôn	122504
vậy	121605
thượng	121413
chết	120904
tro	120675
kỹ	119657
cố	119096
trai	119076
cục	118984
xa	118964
dấu	118897
trời	118875
tỷ	118653
thánh	118409
áo	118397
tòa	117989
chia	117871
gây	117868
lấy	117788
xứ	117034
mặc	117027
thuận	116631
khả	116397
tuyên	116396
xuân	116330
môn	115955
mắt	115324
phú	115089
hồi	114902
áp	114848
doanh	114671
cúc	113793
chim	113739
xô	112958
da	112801
tông	112628
mật	112130
mẹ	111979
luyện	111943
vẩy	111046
thụy	110875
núi	109758
hưởng	108758
tước	108674
cha	108492
giáp	108274
phường	108103
main	106921
đủ	106483
ngay	106310
hầu	105835
điển	105760
ít	105124
bí	104804
rồi	104723
hán	104340
đôi	104272
khỏi	104085
ruồi	103871
lai	103616
lợi	103608
đậu	103418
sức	103296
đốc	103261
pháo	102843
hết	102744
rõ	102524
tưởng	102456
chiếm	101693
gặp	101616
tối	101562
chu	101244
phóng	101214
lệnh	100835
ngọc	100659
na	100497
huấn	100265
cải	99014
đăng	98777
riêng	98561
quay	98368
mọi	98061
tu	97701
gái	97166
thất	97033
yên	96365
muốn	96073
thơ	95348
cực	95285
bại	95036
trúc	94951
lộ	94898
úc	94604
tốc	94513
hương	94031
ương	93910
khóa	93748
le	93549
min	93474
ngầm	93304
chấp	93227
xuống	93046
quán	92933
nghiệm	92721
ma	92664
sa	92605
khiến	92468
truyện	92423
đỏ	92379
nghi	92200
lao	92063
sửa	91548
khúc	91431
lương	91377
cửa	89936
kịch	89343
tam	89058
dụ	89040
lâu	88476
hy	88356
trụ	88342
mềm	87994
giảm	87938
ngành	87739
chúa	87523
sóng	87518
eng	87235
vĩnh	86957
thấp	86940
ánh	86862
thờ	86861
chiều	86511
dựa	85708
đáng	85662
cụ	85568
ước	85475
bốn	85429
nông	84648
dữ	84401
hưng	84378
chuyện	84278
tồn	83964
băng	83853
tức	83587
vợt	83505
tố	83194
kiểu	83142
góp	83095
mức	83043
cũ	82681
phúc	82619
cấu	82576
cận	82353
lửa	81903
tai	81809
toán	81430
đứng	81253
chạy	81224
sâu	81052
ru	80677
khánh	80407
nữa	80294
trương	79755
tải	79508
au	79431
phái	79244
nhanh	79204
cứ	79097
trao	79076
chuyến	78744
quý	78732
trục	78567
xuyên	78519
phối	78428
dong	78383
đai	77308
họa	77141
súng	77084
mai	76999
thoại	76913
phận	76899
bồ	76830
ấy	76445
mạch	76297
nhằm	76114
pa	75939
đàn	75868
ví	75805
loạt	75731
nhìn	75687
màng	75660
hôn	75654
hỏng	75561
ngắn	75545
hỗ	75522
trắng	75279
lĩnh	74691
dành	74341
vượt	74140
dây	73947
đua	73844
xử	73713
xanh	73491
niệm	73475
man	73369
đới	72878
su	72573
siêu	72566
xin	72442
my	72190
bật	72105
séc	72014
me	72002
mồ	71981
vây	71964
hộp	71413
mua	71021
thiện	70607
bá	70570
coi	70531
đích	70509
đen	70295
vinh	70198
tri	70089
vài	69783
phật	69753
tống	69749
chinh	69669
đầy	69593
bắn	69552
hàm	69511
soát	69471
hoạch	69448
tái	69436
hùng	69395
sai	69268
hiến	69252
von	68920
chiếu	68642
ly	68526
trưng	68511
tín	68460
trạng	68343
ngô	68052
bão	67710
thử	67662
chứa	67612
hãng	67407
xét	67340
lạp	66853
trả	66604
thừa	66601
cua	66383
côi	66382
bụng	66380
ha	66354
kiếm	66280
sắp	66258
kính	66058
phút	65948
thạch	65727
vĩ	65703
võ	65667
bức	65411
day	65074
xóa	64963
cạnh	64725
phiếu	64655
tứ	64639
xung	64631
kéo	64624
hạm	64600
buộc	64508
đổ	64500
vành	64400
bờ	64277
quanh	64082
suất	63934
vân	63893
mại	63859
ô	63722
loan	63661
chịu	63496
phù	63494
căn	63398
sung	63368
khắc	63361
rừng	63325
uy	63247
khó	63010
thăng	62945
sứ	62861
va	62857
tội	62775
lòng	62483
thua	62412
hại	62358
tháp	62181
nghe	62023
giết	61985
lượt	61857
go	61773
bạch	61722
trì	61670
lon	61492
đọc	61468
rút	61403
thuốc	61270
phan	61269
đương	61093
giấy	61029
ngân	60983
hiểu	60595
thú	60531
cựu	60192
lược	60185
khoản	59985
mét	59714
thiệu	59648
nối	59315
vợ	59281
nặng	59120
chủng	59087
khối	58868
mối	58863
đà	58835
cấm	58710
điền	58389
thí	58373
phí	58260
buổi	58220
lam	58211
lọc	57672
lông	57605
tầng	57263
liệt	56617
bo	56439
phê	56428
vốn	56409
chỉnh	56358
tô	56217
trách	55946
vọng	55891
đột	55718
li	55334
cường	54958
hỏi	54743
bạc	54637
dễ	54613
cai	54608
dinh	54385
mộ	54081
sắt	53873
đảm	53733
giác	53716
kênh	53633
rời	53427
nhờ	53395
luân	53069
non	53067
kẻ	52818
xảy	52779
đạn	52678
cam	52608
luôn	52567
sáu	52561
tá	52491
nạn	52438
rêu	52305
sun	52121
suy	51918
đan	51795
đẹp	51709
men	51689
cuốn	51645
bò	51265
cầm	50997
chẳng	50886
tầm	50847
bãi	50846
thôn	50756
màn	50702
nghề	50593
hi	50368
hủy	49745
ngựa	49699
đúng	49609
bước	49497
trừ	49485
bác	49471
vườn	49451
mời	49396
thọ	49127
tàng	49082
càng	48954
nuôi	48897
ả	48807
rập	48586
ủng	48483
cẩm	48480
vừa	48415
quyển	48410
cong	48334
cát	48147
tần	48130
xương	48130
tan	48128
bào	48121
giản	48105
king	48061
quỹ	47900
phu	47737
ngũ	47627
tiện	47338
suốt	47260
si	46892
cỏ	46875
trích	46859
mười	46835
hung	46784
than	46618
bày	46416
tỏ	46292
nguy	46267
cảng	46249
viễn	46067
măng	45912
mạc	45884
dầu	45839
ri	45646
đẩy	45620
thụ	45571
kháng	45269
kìm	45078
am	45060
hoi	45055
cổng	45010
hài	44989
sài	44981
mun	44763
bối	44680
hơi	44502
huân	44399
bưu	44285
đỉnh	44167
cậu	44156
tim	44136
tường	44129
chồng	44046
thẩm	43970
lộc	43958
nâng	43923
dần	43919
bánh	43868
tán	43785
thịt	43742
phước	43721
nửa	43712
trào	43575
gửi	43516
nổ	43432
khá	43274
bom	43254
bậc	43226
trịnh	43127
trinh	43113
loạn	42973
voi	42941
lỗi	42816
chùa	42693
đền	42635
tỉ	42604
tạm	42406
tha	42161
bi	42116
đệ	42102
thăm	42081
mượn	42001
tuấn	41912
tắc	41894
gòn	41871
khủng	41756
lôi	41667
chỗ	41523
mưu	41509
bỉ	41443
trải	41410
tùy	41403
lính	41394
xúc	41373
cắt	41308
lo	41271
dan	41187
đuôi	41137
bảy	41038
ve	41035
hoang	40846
mông	40775
nhớ	40554
ngược	40504
hiểm	40504
diệt	40466
tuyệt	40414
nhiễm	40382
vu	40368
nghĩ	40340
đỗ	40329
nghiêm	40266
khung	39838
mộc	39797
xỉ	39689
then	39500
thai	39468
tắt	39437
tĩnh	39328
đẳng	39311
se	39307
vong	39181
ngăn	39077
thuyền	39065
huyền	39048
tặng	39018
quê	38868
nhi	38781
cà	38608
xâm	38515
vịnh	38154
nom	38147
rối	38135
khán	38089
múi	37922
sớm	37849
ống	37777
xu	37720
tách	37685
gắn	37663
cương	37616
ẩm	37456
hoan	37428
ngư	37341
ho	37321
ong	37193
thang	37168
tù	37127
lào	37117
ốc	36912
hong	36878
lăng	36783
chó	36700
thác	36400
máu	36361
soạn	36272
hỏa	36191
phán	36168
chóng	36021
tránh	35894
thẳng	35893
phạt	35733
hiếu	35621
gió	35567
mực	35456
trại	35324
ưu	35271
dao	35019
ẩn	34994
món	34888
sáp	34806
đáp	34706
ném	34681
mong	34526
che	34452
dũng	34376
xạ	34348
đôn	34320
thoát	34315
den	34259
đoạt	34257
liền	34236
tom	34151
trà	34084
tùng	34065
thù	34051
đinh	34041
đem	33859
te	33770
thước	33695
sẵn	33688
vui	33510
sóc	33495
ràng	33467
bách	33402
bin	33283
họp	33246
chấm	33216
hang	33155
nghỉ	33133
chìm	33112
miễn	33040
ích	33023
gaon	32965
hòn	32951
khắp	32941
góc	32819
lẽ	32806
dai	32788
nhảy	32718
triết	32611
lồng	32601
lưới	32551
huế	32547
tám	32475
mưa	32352
hoài	32283
rơi	32261
cặp	32261
chặn	32255
cỡ	32173
bé	32165
lẫn	32162
chứ	32144
bùi	32102
lựa	31936
ngang	31878
pha	31859
khiển	31815
hút	31738
cân	31731
chắc	31726
ngờ	31705
dị	31681
hôm	31676
dọc	31658
dạy	31633
tóc	31586
đo	31446
rắn	31441
son	31410
mũi	31396
he	31349
hanh	31341
chép	31271
tuyết	31192
cụm	31189
nẵng	31023
hổ	31022
chị	31001
gắng	30971
nhẹ	30923
chảy	30922
ngụy	30894
vạn	30790
thịnh	30763
chợ	30762
trăng	30603
thiến	30552
lối	30519
đoán	30502
chụp	30478
hiển	30408
sẻ	30370
khấu	30344
tờ	30320
bìa	30304
săn	30266
giọng	30214
trống	30116
hãy	30102
tọa	30061
un	29892
thỏa	29815
vẽ	29760
lưỡng	29760
liêu	29687
chuồn	29647
khăn	29646
chiêu	29615
canh	29589
bến	29496
hư	29440
thôi	29421
gà	29419
lỗ	29396
nắm	29393
trú	29362
nhắc	29297
nhu	29235
ổn	29202
tia	29170
vuông	29158
dưỡng	28966
nguoi	28898
kém	28895
hấp	28872
nỗ	28870
đe	28847
biện	28806
tú	28798
tàn	28769
thiệt	28693
phức	28673
mệnh	28592
hạnh	28548
dãy	28503
xưa	28435
thậm	28369
dọa	28272
cú	28233
cột	28150
via	28136
nhung	27964
gai	27953
giảng	27843
dư	27714
kì	27684
chánh	27595
cu	27589
dậy	27586
buôn	27584
khỏe	27445
chữa	27379
thảm	27330
vẻ	27307
chối	27250
mỏ	27207
sợ	27206
đỡ	27173
vang	27134
chấn	27074
nương	27073
rượu	27054
cơn	26954
điệu	26885
huỳnh	26853
khái	26829
kiên	26825
cãi	26807
đuổi	26807
phỏng	26789
ung	26715
ky	26694
tròn	26672
hun	26619
tang	26594
lưng	26516
lui	26465
vú	26454
củi	26445
đau	26406
tảng	26369
đặng	26251
nhị	26249
tận	26225
tre	26178
cốt	26036
lạnh	26005
thẻ	25982
ben	25968
bạo	25950
chăm	25849
dã	25837
chuyền	25757
noi	25742
phe	25688
dõi	25668
gỗ	25652
trăm	25650
nguyện	25642
sam	25624
tấm	25579
trồng	25560
bề	25533
ấp	25487
sim	25442
num	25428
giam	25383
trạm	25368
đâu	25356
nguyệt	25251
hô	25233
ray	25184
uống	25172
dàn	25133
kiều	25130
huệ	25121
kia	25090
chuỗi	25029
ái	25014
mãn	25007
nho	24835
đàm	24749
nóng	24691
thạnh	24669
vỏ	24558
kiêm	24551
tào	24509
duyệt	24448
đám	24405
ngừng	24384
say	24240
đồn	24227
tháo	24220
dau	24214
lữ	24213
tung	24203
bơi	24195
tệ	24172
trượt	24065
chín	24025
khang	24013
khổ	23996
quỳnh	23915
lãng	23869
ơn	23858
tổn	23822
tụ	23799
dứt	23797
mắc	23787
đón	23738
thuế	23710
quế	23626
ân	23614
nai	23599
thuần	23541
gioi	23525
cháy	23490
hoại	23467
khô	23439
trứng	23390
cháu	23374
bột	23332
hằng	23301
thiểu	23291
cửu	23225
mẽ	23139
chạm	23080
mạn	22984
ác	22980
nhì	22923
khổng	22921
dang	22907
nâu	22904
khám	22809
đợt	22776
ro	22730
chan	22672
thong	22668
ám	22619
chuột	22537
mê	22533
kho	22500
lái	22495
khuôn	22479
mái	22471
dừng	22452
trốn	22411
kèm	22388
hu	22373
xưởng	22337
tran	22278
tò	22244
rãi	22223
cán	22198
chắn	22197
điệp	22190
hào	22176
lân	22125
ranh	22111
vò	22109
ven	22084
vỡ	21970
đởm	21962
úy	21931
ni	21839
tiêm	21786
dược	21659
bát	21637
são	21618
gay	21603
hứng	21562
ki	21553
túc	21545
xi	21515
sót	21514
vảy	21505
út	21502
mao	21492
giây	21482
ngọt	21468
duyên	21234
mơ	21230
coa	21221
dặm	21198
nhãn	21181
han	21113
thám	21100
hiền	21059
thầy	21024
lọt	20986
giàu	20955
khơi	20932
xưng	20729
đứa	20689
ngồi	20557
tạng	20549
đốt	20520
thoi	20488
cất	20479
lỵ	20454
hỗn	20396
chở	20330
dày	20325
khôi	20297
hiếm	20274
ham	20215
khẳng	20160
thiền	20130
khải	20024
sánh	20017
cự	20017
pho	19947
dia	19927
khan	19870
thải	19819
huyết	19815
trúng	19815
rain	19803
moi	19746
khuyến	19726
leo	19703
mèo	19660
thép	19642
tạ	19636
sen	19608
bia	19487
mấy	19473
thách	19466
re	19421
sui	19416
nhiếp	19365
thả	19363
rồng	19360
lũng	19334
quen	19331
đòi	19306
thuê	19278
kỉ	19252
sin	19192
vở	19163
gân	19142
cướp	19127
thục	19110
xích	19003
khen	19003
cừu	18992
kiệt	18908
im	18907
cau	18849
bút	18846
tuân	18809
ngự	18799
phụng	18789
kêu	18748
hạc	18748
ảo	18735
nhượng	18717
sàng	18700
khanh	18670
kỵ	18608
đực	18605
hồn	18601
chặt	18600
tề	18596
dàng	18578
trạch	18531
hứa	18486
ngại	18378
ngọn	18358
lão	18343
nêu	18321
đồi	18320
răng	18293
bong	18293
nòng	18200
giáng	18173
mau	18158
ghế	18153
chướng	18131
quỳ	18114
pen	18114
chờ	18094
sữa	17901
xá	17878
lành	17819
chào	17803
chua	17784
già	17757
lạ	17750
hoảng	17716
táng	17712
hinh	17529
nhuận	17526
ngã	17507
miệng	17491
diệp	17416
mo	17409
ua	17401
thung	17398
lợn	17299
mây	17256
chậm	17251
phượng	17235
trầm	17232
ngàn	17227
nhấn	17216
cốc	17175
lẻ	17147
mảnh	17145
nu	17111
ten	17098
bông	17088
ngẫu	16999
hãn	16968
chư	16944
nghèo	16895
eo	16877
chặng	16854
cản	16853
niềm	16839
tóm	16814
hâm	16768
nô	16739
ức	16718
vững	16710
não	16689
bích	16679
vết	16645
viêm	16611
gián	16606
duệ	16556
khuyết	16540
khích	16538
nhơn	16530
lô	16528
mừng	16486
nang	16445
dải	16423
mãi	16392
ấu	16385
cống	16366
xê	16340
trân	16291
vo	16262
muối	16227
dâm	16186
thận	16172
bè	16163
tuệ	16112
hắn	16110
hầm	16044
chen	16020
nét	16010
diên	15995
chút	15991
rau	15986
xấu	15946
treo	15921
gấp	15916
khong	15838
mộng	15814
hề	15801
thùy	15774
vịt	15752
vé	15725
xoay	15725
lằn	15720
ngợi	15691
miếu	15685
ngủ	15634
sưu	15628
mì	15606
đập	15579
nàng	15565
lồ	15559
nghìn	15545
ti	15517
lặn	15503
nút	15490
gỡ	15485
tiềm	15480
quái	15456
gu	15415
choi	15389
xám	15376
mìn	15364
đầm	15340
lãm	15285
mạo	15283
bốc	15277
thằn	15273
đèn	15238
lắp	15223
phẫu	15197
sụp	15172
chăn	15163
run	15142
nạp	15130
làn	15102
à	15081
tho	15029
bê	14986
chòm	14979
ngài	14973
nỗi	14971
hưu	14966
buồn	14926
bội	14925
toi	14925
ép	14915
mát	14903
xong	14861
ôn	14798
lệch	14786
hẹp	14783
yến	14772
đạp	14736
lài	14734
khoáng	14713
phùng	14682
tỏa	14677
nấm	14668
lu	14667
cưới	14595
chàng	14593
ke	14585
đậm	14567
sút	14493
hon	14467
po	14436
phích	14423
thợ	14420
khê	14411
ngực	14410
đắc	14344
dỡ	14326
đừng	14320
đợi	14312
lật	14303
sạch	14298
ian	14296
sợi	14266
bàng	14260
nhầm	14253
dường	14208
ne	14202
lò	14152
điêu	14147
xén	14136
sạn	14120
mồi	14112
cáp	14098
lặp	14078
ken	14074
ghép	14070
bèn	14036
thiệp	14034
thài	14029
bụi	14007
pan	14006
ui	14006
khuẩn	13959
tết	13951
bấy	13921
quỷ	13892
lỏng	13888
gan	13886
chang	13856
cói	13820
diệu	13774
hảo	13765
nhịp	13758
lư	13745
ngưỡng	13741
nhắn	13710
nhạt	13701
bọc	13690
thúy	13668
củng	13658
dò	13654
trâu	13579
khứ	13518
mươi	13494
tảo	13473
lin	13451
suối	13395
ngãi	13386
sổ	13359
chày	13346
thoái	13331
tật	13309
dáng	13304
rổ	13231
nhậm	13204
bồi	13196
bùng	13123
lội	13122
xứng	13117
đằng	13116
sàn	13111
lạt	13103
cuồng	13101
quách	13056
rạp	13045
bái	13014
lũ	13010
bền	13006
đáy	12983
ngộ	12957
căng	12953
tong	12918
bây	12893
toan	12876
que	12862
dịp	12835
bọn	12828
lí	12809
ping	12786
chuông	12785
đẻ	12761
gói	12753
trông	12734
liễu	12724
gương	12698
lầm	12659
mu	12616
phế	12579
ngập	12537
ruột	12522
cậy	12506
rã	12472
bai	12441
thuẫn	12382
phiêu	12381
gọn	12376
trộn	12365
gợi	12354
mẫn	12342
nhựa	12335
quát	12327
dách	12312
dạ	12306
khiêu	12269
lúa	12268
síp	12264
chôn	12263
ván	12259
chúc	12258
mảng	12211
dâng	12192
dĩ	12190
mâu	12186
ấm	12174
hẹn	12162
gò	12149
dắt	12106
vượng	12099
kín	12094
gạo	12066
ny	12062
khuyên	12030
đoan	12009
lừa	12007
ao	11976
phấn	11964
lùi	11936
thạc	11881
nấu	11876
mậu	11869
thâm	11866
tươi	11815
mọc	11805
đáo	11805
đấy	11786
tốn	11778
tịnh	11745
lạm	11718
giận	11714
mốc	11682
khẩn	11624
lắm	11619
chốt	11588
chèo	11588
len	11550
hoãn	11545
nợ	11535
tím	11507
khương	11465
bữa	11457
mường	11446
sùng	11442
mùi	11424
phẳng	11403
pham	11380
múa	11344
sói	11299
tiệp	11290
gạch	11281
bính	11247
quên	11200
đun	11195
nhã	11193
uyên	11190
kĩ	11164
quyên	11138
kịp	11130
cối	11121
vũng	11100
lạng	11091
tràng	11091
tráng	11074
chiêm	10998
vạch	10964
liu	10963
đúc	10943
neo	10942
lõi	10920
rác	10907
cẩn	10864
táo	10857
chiết	10857
trừng	10816
gun	10799
đốm	10793
soái	10791
hối	10786
túy	10756
dam	10727
huống	10669
bù	10646
túi	10627
dơi	10604
guy	10591
sốt	10569
rào	10564
lắng	10521
cóc	10520
chay	10497
ổ	10491
giấc	10483
viền	10463
xiêm	10454
móng	10422
ngai	10408
tren	10407
củ	10381
cạn	10367
giỏi	10320
ia	10310
tao	10295
pin	10291
tựu	10284
pi	10253
cười	10240
dẹp	10237
león	10236
nở	10234
dời	10225
quét	10222
rô	10216
ếch	10212
bệ	10179
mù	10170
rạch	10153
hoằng	10138
nề	10116
đựng	10113
lườn	10098
mờ	10096
ưa	10092
nhắm	10083
mũ	10079
hẳn	10046
liêm	10037
giật	10032
sỹ	10002
seo	9999
vắng	9995
muộn	9956
đòn	9944
them	9927
xóm	9886
càn	9884
khía	9877
doãn	9845
roi	9828
miện	9823
nghịch	9803
nhai	9788
tản	9786
đắm	9773
hoành	9765
thy	9742
thỉnh	9716
tràn	9706
lưỡi	9698
tiệc	9675
kép	9665
ngạc	9622
sừng	9602
phun	9600
lũy	9568
gấu	9559
tum	9543
xướng	9542
rạn	9538
xà	9514
mon	9500
sườn	9498
sâm	9488
diều	9476
phiến	9457
chẽ	9431
oanh	9381
thô	9363
đèo	9350
thỏ	9343
đứt	9306
ngạn	9300
chục	9297
dứa	9293
đói	9275
quyến	9253
ngà	9233
phổi	9230
tuoi	9226
tấu	9226
hãm	9223
giấu	9218
nan	9189
dâu	9159
khe	9153
tơ	9114
thuy	9103
kem	9073
nốt	9058
lanh	9055
vải	9045
ram	9033
